tailNum,year,carrier,model,aircraftType,engineType,manufacturer
N631AS,NULL,NULL,ATR-72-212,Fixed Wing Multi-Engine,Turbo-Prop,AEROSPATIALE/ALENIA
N632AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N632AS,NULL,NULL,ATR 72-212,Fixed Wing Multi-Engine,Turbo-Prop,AEROSPATIALE
N633AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N633AS,NULL,NULL,ATR 72-212,Fixed Wing Multi-Engine,Turbo-Prop,AEROSPATIALE
N634AA,1990,NULL,757-223,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N634AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N634AS,NULL,NULL,ATR 72-212,Fixed Wing Multi-Engine,Turbo-Prop,AEROSPATIALE
N635AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N636AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N637AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N637AS,NULL,NULL,ATR 72-212,Fixed Wing Multi-Engine,Turbo-Prop,AEROSPATIALE
N638AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N638DL,1988,NULL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N639AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N640AA,NULL,NULL,,,,
N640AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N641AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N642AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N642MQ,NULL,NULL,NULL,NULL,NULL,NULL
N642UA,1991,NULL,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N643AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N643UA,1991,NULL,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N644AE,1999,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N645AE,2000,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N646AE,2000,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N646BR,2000,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N646UA,1992,NULL,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N647AE,2000,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N647AS,2003,NULL,737-790,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N647UA,1992,NULL,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N648AE,2000,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N649BR,2000,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N649PP,2000,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N649SW,1997,NULL,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N649UA,1992,NULL,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N650AE,2001,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N650DL,1989,NULL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N651AE,2001,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N651BR,2000,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N652RS,2001,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N653AE,2001,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N654AE,2001,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N654BR,2000,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N654MQ,NULL,NULL,NULL,NULL,NULL,NULL
N654UA,1992,NULL,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N655AE,2001,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N655BR,2000,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N656AE,2003,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N656UA,1993,NULL,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N657AE,2003,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N658AE,2003,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N659AE,2003,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N659JB,2007,NULL,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N659UA,1993,NULL,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N66056,2001,NULL,767-424ER,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N66057,2002,NULL,767-424ER,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N660CL,2003,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N661JA,2003,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N661SW,1985,NULL,737-317,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N662EH,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N662UA,1993,NULL,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N663AR,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N664MS,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N665BC,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N667GB,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N667SW,1985,NULL,737-3T5,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N668HH,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N669MB,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N670AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N671AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N671MC,1976,NULL,DC-9-51,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N672AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N672SW,1986,NULL,737-3Q8,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N673AA,1985,NULL,737-3A4,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N673AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N674AA,1985,NULL,737-3A4,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N674RJ,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N675AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N676AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N677AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N678AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N679AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N680AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N68159,2001,NULL,767-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N681AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N682AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N683AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N684JW,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N684WN,1988,NULL,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N685AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N686AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N686SW,1985,NULL,737-317,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N687JS,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N688AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N689EC,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N690AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N69154,2001,NULL,767-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N691AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N692AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N69348,1987,NULL,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N69351,1987,NULL,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N693AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N693BR,2003,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N694AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N694DA,NULL,NULL,,,,
N695AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N695DA,NULL,NULL,,,,
N696AE,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N696DA,1996,NULL,DA 20-A1,Fixed Wing Single-Engine,4 Cycle,DIAMOND AIRCRAFT IND INC
N697AB,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N698CB,2004,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N699AE,2005,NULL,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N700LE,1999,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N700MQ,NULL,NULL,NULL,NULL,NULL,NULL
N701DN,2008,NULL,777-232LR,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N701MH,1999,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N701MQ,NULL,NULL,NULL,NULL,NULL,NULL
N702AE,1999,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N702DN,2008,NULL,777-232LR,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N702TW,1996,NULL,757-2Q8,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N70330,1986,NULL,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N70353,1987,NULL,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N703MR,1999,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N703TW,1996,NULL,757-2Q8,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N704MQ,NULL,NULL,NULL,NULL,NULL,NULL
N704PG,1999,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N705AE,1999,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N706EV,2002,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N706RG,1999,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N706TW,1997,NULL,757-2Q8,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N707EB,1999,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N707TW,1997,NULL,757-2Q8,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N708AE,1999,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N708CA,1998,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,CANADAIR
N708SA,1988,NULL,747-2B5F,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N709CA,1998,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,CANADAIR
N709GB,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N710TB,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N711PH,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N711ZX,1997,NULL,757-231,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N712AE,NULL,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N712EV,2002,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N712TW,1997,NULL,757-2Q8,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N713AE,NULL,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N713EV,2003,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N71411,2002,NULL,737-924,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N715AE,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N716AE,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N717AE,NULL,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N718AE,NULL,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N719AE,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N719CA,1998,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N720AE,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N721HS,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N722AE,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N723AE,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N724AE,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N725AE,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N726AE,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N727AE,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N727SK,2005,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N728AE,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N729AE,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N729CA,1998,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N730KW,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N730MQ,NULL,NULL,NULL,NULL,NULL,NULL
N731BE,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N732DH,2000,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N733KR,2001,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N734EK,2001,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N735CA,1998,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N735TS,2001,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N736DT,2001,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N737MW,2001,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N738AL,1999,NULL,737-73A,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N738NR,2001,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N739AE,2001,NULL,EMB-135LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N739AL,1999,NULL,737-73A,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N74007,1999,NULL,777-224,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N740AL,2001,NULL,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N741AL,2001,NULL,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N742AL,2001,NULL,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N746AL,1999,NULL,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N748AL,1999,NULL,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N750NW,1967,NULL,DC-9-41,Fixed Wing Multi-Engine,Turbo-Jet,DOUGLAS
N750SA,1999,NULL,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N751AL,2004,NULL,737-7Q8,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N753NW,1968,NULL,DC-9-41,Fixed Wing Multi-Engine,Turbo-Jet,DOUGLAS
N754NW,1968,NULL,DC-9-41,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N756NW,1968,NULL,DC-9-41,Fixed Wing Multi-Engine,Turbo-Jet,DOUGLAS
N758NW,1968,NULL,DC-9-41,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N758US,2000,NULL,A319-112,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N75993,2000,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N76010,1999,NULL,777-224,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N76054,2000,NULL,767-424ER,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N76055,2001,NULL,767-424ER,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N76062,2002,NULL,767-424ER,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N760AS,1992,NULL,737-4Q8,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N761EV,NULL,NULL,,,,
N761NC,1976,NULL,DC-9-51,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N76354,1987,NULL,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N76355,1987,NULL,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N767AS,1992,NULL,737-490,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N769UA,1995,NULL,777-222,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N77006,1998,NULL,777-224,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N77014,1999,NULL,777-224,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N77019,2007,NULL,777-224,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N770SK,2006,NULL,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N771SA,2000,NULL,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N774UA,1996,NULL,777-222,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N775NC,1979,NULL,DC-9-51,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N775UA,1995,NULL,777-222,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N779CA,1999,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N78003,1998,NULL,777-224,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N78009,1999,NULL,777-224,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N78017,2002,NULL,777-224,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N78060,2002,NULL,767-424ER,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N780AS,1994,NULL,737-4Q8,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N781UA,1996,NULL,777-222,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N782AS,1994,NULL,737-4Q8,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N783CA,NULL,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N784CA,1999,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N784SW,2000,NULL,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N785UA,1997,NULL,777-222,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N786UA,1997,NULL,777-222,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N787UA,1997,NULL,777-222,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N788UA,1997,NULL,777-222,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N79011,1999,NULL,777-224,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N792UA,1997,NULL,777-222,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N793UA,1997,NULL,777-222,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N79402,2001,NULL,737-924,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N794UA,1997,NULL,777-222,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N795AS,1998,NULL,737-490,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N797UA,1998,NULL,777-222,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N798UA,1998,NULL,777-222,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N7AAAA,NULL,NULL,,,,
N7ACAA,NULL,NULL,,,,
N7ADAA,NULL,NULL,,,,
N7AEAA,NULL,NULL,,,,
N7AFAA,NULL,NULL,,,,
N7AJAA,NULL,NULL,,,,
N7AKAA,NULL,NULL,,,,
N7AMAA,NULL,NULL,,,,
N7ANAA,NULL,NULL,,,,
N7APAA,NULL,NULL,,,,
N7ASAA,NULL,NULL,,,,
N7ATAA,NULL,NULL,,,,
N7AUAA,NULL,NULL,,,,
N7AVAA,NULL,NULL,,,,
N7AWAA,NULL,NULL,,,,
N7AXAA,NULL,NULL,,,,
N7AYAA,NULL,NULL,,,,
N7BAAA,NULL,NULL,,,,
N7BBAA,NULL,NULL,,,,
N7BCAA,NULL,NULL,,,,
N7BDAA,NULL,NULL,,,,
N7BEAA,NULL,NULL,,,,
N7BFAA,NULL,NULL,,,,
N7BHAA,NULL,NULL,,,,
N7BJAA,NULL,NULL,,,,
N7BKAA,NULL,NULL,,,,
N7BLAA,NULL,NULL,,,,
N7BMAA,NULL,NULL,,,,
N7BNAA,NULL,NULL,,,,
N7BPAA,NULL,NULL,,,,
N7BRAA,NULL,NULL,,,,
N7BSAA,NULL,NULL,,,,
N7BVAA,NULL,NULL,,,,
N7BWAA,NULL,NULL,,,,
N7BXAA,NULL,NULL,,,,
N7BYAA,NULL,NULL,,,,
N7CAAA,NULL,NULL,,,,
N7CBAA,NULL,NULL,,,,
N80009E,NULL,NULL,,,,
N80019E,NULL,NULL,,,,
N80059E,NULL,NULL,,,,
N800AE,2001,NULL,EMB-135KL,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N80129E,NULL,NULL,,,,
N80139E,NULL,NULL,,,,
N80199E,NULL,NULL,,,,
N801AE,2001,NULL,EMB-135KL,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N801NW,2003,NULL,A330-323,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N80209E,NULL,NULL,,,,
N80219E,NULL,NULL,,,,
N80239E,NULL,NULL,,,,
N80249E,NULL,NULL,,,,
N80259E,NULL,NULL,,,,
N80269E,NULL,NULL,,,,
N80279E,NULL,NULL,,,,
N80299E,NULL,NULL,,,,
N802AE,2001,NULL,EMB-135KL,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N80309E,NULL,NULL,,,,
N80319E,NULL,NULL,,,,
N80329E,NULL,NULL,,,,
N80339E,NULL,NULL,,,,
N80349E,NULL,NULL,,,,
N80359E,NULL,NULL,,,,
N80369E,NULL,NULL,,,,
N80399E,NULL,NULL,,,,
N803AE,2001,NULL,EMB-135KL,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N803NW,2003,NULL,A330-323,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N80409E,NULL,NULL,,,,
N80419E,NULL,NULL,,,,
N804AE,2001,NULL,EMB-135KL,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N804CA,1999,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N804NW,2003,NULL,A330-323,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N804SK,2006,NULL,CL600-2D24,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
N805AE,2001,NULL,EMB-135KL,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N805LR,1987,NULL,DHC-8-102,Fixed Wing Multi-Engine,Turbo-Prop,BOEING OF CANADA LTD
N805NW,2003,NULL,A330-323,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N805UA,1998,NULL,A319-131,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N806AE,2001,NULL,EMB-135KL,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N806NW,2004,NULL,A330-323,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N807AE,2001,NULL,EMB-135KL,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N807NW,2004,NULL,A330-323,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N808AE,2001,NULL,EMB-135KL,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N808AL,NULL,NULL,,,,
N809AE,2001,NULL,EMB-135KL,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N809NW,2005,NULL,A330-323,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N810AE,2001,NULL,EMB-135KL,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N810AL,1988,NULL,737-2Y5,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N810NW,2005,NULL,A330-323,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N811AE,2001,NULL,EMB-135KL,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N811CA,2000,NULL,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,BOMBARDIER INC
